Jogador,Nacao,Posicao,Equipe,Idade,Jogos_disputados,Jogos_iniciados,Gols,Assistencias,Penaltis_batidos,Penaltis_convertidos,Amarelos,Vermelhos,Xg,Xag,Carregadas_progressivas,Passes_progressivos,Passes_progressivos_recebidos
Álvaro Odriozola,es ESP,ZG,Real Sociedad,27,9,6,0,0,0,0,0,0,0.0,0.2,14,8,12
Aingeru Olabarrieta,es ESP,AT,Athletic Club,17,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0
Olasagasti,es ESP,LT,Real Sociedad,22,14,2,0,0,0,0,3,0,0.9,0.3,8,13,12
Samuel Omorodion,es ESP,AT,Alavés,19,34,21,8,1,0,0,6,0,10.8,1.3,30,18,100
Samuel Omorodion,es ESP,AT,Granada,19,1,1,1,0,0,0,0,0,0.7,0.0,0,0,3
Aimar Oroz,es ESP,LT,Osasuna,21,33,26,2,1,1,1,3,0,3.5,1.6,52,103,126
Eneko Ortiz,es ESP,ZG,Alavés,20,1,0,0,0,0,0,0,0,0.0,0.0,1,1,1
Asier Osambela,es ESP,LT,Osasuna,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Milutin Osmajić,me MNE,LT,Cádiz,24,1,0,0,0,0,0,0,0,0.1,0.0,0,0,0
Aiham Ousou,sy SYR,ZG,Cádiz,23,6,5,0,0,0,0,0,0,0.2,0.0,2,7,0
Jesús Owono,gq EQG,G,Alavés,22,4,4,0,0,0,0,1,0,0.0,0.0,0,0,0
Mikel Oyarzabal,es ESP,"AT,LT",Real Sociedad,26,33,23,9,3,2,2,3,0,9.1,1.7,27,39,126
Cenk Özkacar,tr TUR,ZG,Valencia,22,23,18,0,0,0,0,3,0,0.3,0.1,17,56,5
Jon Pacheco,es ESP,ZG,Real Sociedad,22,23,16,1,1,0,0,8,0,1.1,0.2,9,53,1
Isaac Palazón Camacho,es ESP,"LT,AT",Rayo Vallecano,28,37,34,4,1,2,2,8,0,5.9,1.9,40,128,152
Joaquín Panichelli,ar ARG,"AT,LT",Alavés,20,8,2,0,0,0,0,0,0,0.6,0.1,3,6,10
Sokratis Papastathopoulos,gr GRE,ZG,Betis,35,15,12,0,0,0,0,6,0,0.3,0.0,1,13,1
Victor Parada,es ESP,"AT,LT",Alavés,21,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Aitor Paredes,es ESP,ZG,Athletic Club,23,34,31,1,0,0,0,9,1,1.2,0.2,6,107,1
Daniel Parejo,es ESP,LT,Villarreal,34,33,29,3,5,3,3,4,0,2.9,3.0,11,210,28
Pascu,es ESP,AT,Villarreal,20,1,0,0,0,0,0,0,0,0.0,0.0,0,2,1
Gabriel Paulista,br BRA,ZG,Atlético Madrid,32,5,5,0,0,0,0,1,0,0.2,0.1,1,7,0
Gabriel Paulista,br BRA,ZG,Valencia,32,18,16,0,0,0,0,6,1,0.4,0.2,2,33,2
Nicolás Paz,ar ARG,"LT,AT",Real Madrid,18,4,0,0,0,0,0,0,0,0.1,0.0,3,6,2
Alfonso Pedraza,es ESP,ZG,Villarreal,27,19,14,1,3,0,0,4,1,0.6,3.6,56,31,97
Pedri,es ESP,"LT,AT",Barcelona,20,24,16,4,2,0,0,3,0,3.1,4.2,41,136,81
Adrià Pedrosa,es ESP,ZG,Sevilla,25,31,15,1,4,0,0,1,0,0.7,3.2,46,61,109
Facundo Pellistri,uy URU,"LT,AT",Granada,21,15,14,2,1,0,0,2,1,2.5,1.2,33,22,96
Iñaki Peña ,es ESP,G,Barcelona,24,10,10,0,0,0,0,0,0,0.0,0.0,0,0,0
Marcos Peña,es ESP,LT,Almería,18,7,4,0,0,0,0,3,0,0.2,0.0,0,10,0
Rubén Peña,es ESP,"ZG,AT",Osasuna,32,29,26,0,2,0,0,3,0,0.9,2.6,62,78,147
Alberto Perea,es ESP,"LT,AT",Granada,32,2,0,0,0,0,0,0,0,0.0,0.1,0,2,1
Ayoze Pérez,es ESP,AT,Betis,30,31,29,9,1,0,0,4,0,7.4,3.9,90,80,175
Carles Pérez,es ESP,"LT,ZG",Celta Vigo,25,16,7,1,1,0,0,3,0,1.2,1.3,34,18,66
Francisco Perez,es ESP,"LT,AT",Valencia,20,32,27,1,4,0,0,4,0,1.1,2.6,59,41,145
Kike Pérez,es ESP,"LT,AT",Rayo Vallecano,26,24,9,1,0,0,0,7,0,1.9,0.6,17,47,42
Máximo Perrone,ar ARG,LT,Las Palmas,20,29,20,0,0,0,0,6,0,0.2,0.5,12,78,22
Njegoš Petrović,rs SRB,"LT,AT",Granada,24,10,0,0,0,0,0,0,0,0.0,0.1,3,8,3
Germán Pezzella,ar ARG,ZG,Betis,32,32,32,1,0,0,0,7,0,2.0,0.3,5,64,1
Kamil Piątkowski,pl POL,ZG,Granada,23,9,6,0,0,0,0,1,1,0.8,0.1,2,10,0
Yeremi Pino,es ESP,"LT,AT",Villarreal,20,7,7,0,0,0,0,4,0,1.4,0.2,11,10,49
Portu,es ESP,AT,Getafe,31,3,0,0,0,0,0,1,0,0.2,0.2,3,3,3
Portu,es ESP,"LT,AT",Girona,31,33,11,7,5,0,0,3,0,3.4,3.5,32,32,96
José Pozo,es ESP,LT,Rayo Vallecano,27,2,0,0,0,0,0,0,0,0.0,0.0,0,1,2
Alejandro Pozo Pozo,es ESP,"ZG,LT",Almería,24,21,9,0,0,0,0,3,0,0.4,0.6,22,44,62
Beñat Prados,es ESP,"LT,ZG",Athletic Club,22,26,16,0,0,0,0,1,0,0.5,0.5,23,87,30
Abdón Prats,es ESP,"AT,LT",Mallorca,30,34,11,6,1,0,0,4,0,3.2,2.4,9,26,49
Pubill,es ESP,ZG,Almería,20,23,22,1,3,0,0,2,0,0.7,1.5,59,36,85
Antonio Puertas,es ESP,"LT,AT",Granada,31,27,6,0,2,0,2,3,1,3.2,0.6,18,22,46
Arnau Puigmal,es ESP,"AT,ZG",Almería,22,11,3,0,0,0,0,3,0,0.0,0.3,4,8,17
Nemanja Radonjić,rs SRB,"LT,ZG",Mallorca,27,11,4,0,0,0,0,0,0,1.6,0.6,23,12,43
Aleksandar Radovanović,rs SRB,ZG,Almería,29,9,8,0,0,0,0,2,0,0.0,0.0,0,5,1
Abdellah Raihani,ma MAR,AT,Atlético Madrid,19,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Antonio Raillo,es ESP,ZG,Mallorca,31,26,25,3,2,0,0,6,1,1.4,2.0,24,80,4
Predrag Rajković,rs SRB,G,Mallorca,27,36,36,0,0,0,0,2,0,0.0,0.2,0,0,0
Ivan Rakitić,hr CRO,LT,Sevilla,35,18,16,2,1,0,0,6,0,1.3,3.0,24,127,52
Largie Ramazani,be BEL,"AT,LT",Almería,22,29,16,3,5,0,0,11,2,4.7,5.7,59,42,104
Benito Ramírez,es ESP,"AT,LT",Las Palmas,28,20,2,1,1,0,0,0,0,0.4,0.5,13,5,46
Sandro Ramírez,es ESP,AT,Las Palmas,28,27,21,1,3,0,1,3,0,3.7,2.6,61,54,209
Chris Ramos,es ESP,"AT,LT",Cádiz,26,37,30,5,1,0,0,5,0,10.1,1.7,31,28,102
Sergio Ramos,es ESP,ZG,Sevilla,37,28,28,3,0,0,0,7,1,1.9,0.1,11,81,5
Raphinha,br BRA,"AT,LT",Barcelona,26,28,17,6,9,1,1,4,1,7.4,5.7,49,57,164
Andrei Ratiu,ro ROU,"ZG,LT",Rayo Vallecano,25,12,6,0,0,0,0,1,0,0.3,0.6,28,19,25
Raúl,es ESP,AT,Osasuna,22,35,13,6,1,0,0,4,0,4.9,0.6,16,22,68
Abderrahman Rebbach,dz ALG,"AT,LT",Alavés,24,23,6,1,0,0,0,1,0,0.8,1.8,34,14,78
Pepe Reina,es ESP,G,Villarreal,40,2,2,0,0,0,0,2,1,0.0,0.0,0,0,0
Álex Remiro,es ESP,G,Real Sociedad,28,37,37,0,0,0,0,3,1,0.0,0.0,0,1,0
Chadi Riad,ma MAR,ZG,Betis,20,26,24,0,0,0,0,1,0,0.7,0.2,4,34,1
Diego Rico,es ESP,ZG,Getafe,30,32,28,0,7,0,0,10,0,0.3,3.8,28,119,79
Luis Rioja,es ESP,"AT,LT",Alavés,29,37,31,5,4,3,4,4,0,6.1,3.9,70,77,173
Rodrigo Riquelme,es ESP,"ZG,LT",Atlético Madrid,23,34,17,3,5,0,0,1,0,2.7,3.1,87,53,166
Alberto Risco,es ESP,LT,Getafe,17,4,1,0,0,0,0,0,0,0.1,0.3,3,6,14
Mihailo Ristić,rs SRB,"ZG,LT",Celta Vigo,27,12,9,0,0,0,0,2,0,0.3,0.1,24,30,42
Gorka Rivera Alonso,es ESP,ZG,Getafe,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Sergi Roberto,es ESP,"LT,ZG",Barcelona,31,14,10,3,2,0,0,4,0,1.7,0.8,13,50,33
Lucas Robertone,ar ARG,LT,Almería,26,33,29,0,5,0,0,11,0,1.0,2.5,31,128,37
Marc Roca,es ESP,LT,Betis,26,26,24,2,2,0,0,5,0,1.1,1.4,24,126,20
Sergio Rodelas,es ESP,"AT,ZG",Granada,18,3,2,0,1,0,0,0,0,0.0,1.1,3,1,5
Rodri,es ESP,"AT,LT",Betis,23,29,9,0,0,0,0,0,0,1.1,1.2,49,65,116
Óscar Rodríguez Arnaiz,es ESP,"LT,AT",Getafe,25,24,9,2,1,0,0,9,0,1.5,2.1,13,52,48
Damián Rodríguez,es ESP,LT,Celta Vigo,20,5,3,0,2,0,0,1,0,0.0,0.8,2,9,4
Dani Rodríguez,es ESP,LT,Mallorca,35,36,31,2,4,0,0,9,0,1.4,4.1,54,118,110
Guido Rodríguez,ar ARG,LT,Betis,29,24,22,2,0,0,0,6,0,0.7,0.8,8,65,18
Kirian Rodríguez,es ESP,LT,Las Palmas,27,37,36,6,2,0,0,8,0,2.1,1.6,46,296,78
Miguel Rodríguez,es ESP,LT,Celta Vigo,20,15,2,0,0,0,0,2,0,0.2,0.2,14,8,35
Rodrygo,br BRA,AT,Real Madrid,22,34,28,10,5,0,1,2,0,11.7,4.0,159,90,301
Carlos Romero,es ESP,ZG,Villarreal,21,7,2,0,0,0,0,1,0,0.4,0.0,6,6,21
Luka Romero,ar ARG,AT,Almería,18,13,5,3,0,0,0,2,0,1.3,0.1,11,14,20
Oriol Romeu,es ESP,LT,Barcelona,31,28,11,0,1,0,0,4,0,0.7,1.3,12,66,4
Unai Ropero,es ESP,LT,Alavés,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Vitor Roque,br BRA,AT,Barcelona,18,14,2,2,0,0,0,4,1,2.5,0.0,12,2,26
Antonio Rüdiger,de GER,ZG,Real Madrid,30,33,30,1,0,0,0,7,0,1.5,1.2,17,88,1
Javier Rueda Garcia,es ESP,"LT,ZG",Celta Vigo,21,1,0,0,0,0,0,0,0,0.0,0.0,0,1,2
Aitor Ruibal,es ESP,"ZG,AT",Betis,27,18,11,2,1,0,0,5,0,0.8,1.3,22,54,50
Sergio Ruiz,es ESP,LT,Granada,28,35,30,0,4,0,0,9,0,0.7,1.3,34,113,23
Youssouf Sabaly,sn SEN,ZG,Betis,30,12,12,0,1,0,0,2,0,0.1,0.5,31,47,43
Umar Sadiq,ng NGA,AT,Real Sociedad,26,26,12,3,1,0,0,4,0,3.6,1.1,18,13,74
Pablo Saenz,,LT,Granada,,1,0,0,0,0,0,0,0,0.0,0.0,0,2,0
Kike Salas,es ESP,ZG,Sevilla,21,23,19,3,0,0,0,10,0,0.8,0.5,11,61,16
Salvi,es ESP,LT,Rayo Vallecano,32,1,0,0,0,0,0,0,0,0.0,0.0,2,0,2
Diadie Samassékou,ml MLI,LT,Cádiz,27,4,0,0,0,0,0,0,0,0.0,0.0,2,7,1
Fede San Emeterio,es ESP,LT,Cádiz,26,4,3,1,0,0,0,1,1,0.1,0.1,0,4,0
Marciano Sanca,gw GNB,"AT,LT",Almería,19,6,0,0,0,0,0,0,0,0.0,0.0,1,1,3
Oihan Sancet,es ESP,LT,Athletic Club,23,30,25,4,5,0,1,5,2,6.3,4.7,76,121,157
Ricard Sánchez ,es ESP,ZG,Granada,23,33,25,3,0,0,0,8,0,1.0,1.9,49,84,103
Antonio Sánchez,es ESP,LT,Mallorca,26,29,21,3,1,0,0,3,0,2.5,0.8,35,57,61
Juanlu Sánchez,es ESP,ZG,Sevilla,19,26,11,0,2,0,0,2,0,0.9,1.1,42,50,112
Manu Sánchez,es ESP,"ZG,LT",Celta Vigo,22,26,20,0,5,0,0,3,0,0.5,2.7,41,74,67
Jesús Santiago,es ESP,LT,Getafe,19,14,8,1,0,0,0,4,0,0.6,0.4,5,15,12
Paco Sanz,es ESP,ZG,Almería,18,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Stefan Savić,me MNE,ZG,Atlético Madrid,32,23,19,0,0,0,0,7,1,0.3,0.1,14,66,2
Sávio,br BRA,"AT,LT",Girona,19,37,35,9,10,0,0,5,0,6.1,7.9,181,93,372
Manuel Sebastián,es ESP,LT,Sevilla,19,4,1,0,0,0,0,1,0,0.0,0.1,1,3,1
Aleksandar Sedlar,rs SRB,ZG,Alavés,31,11,11,1,0,0,0,2,0,0.3,0.1,6,26,1
André Silva,pt POR,AT,Real Sociedad,27,19,9,3,0,1,1,1,0,3.3,0.3,5,7,44
Rui Silva,pt POR,G,Betis,29,28,28,0,0,0,0,4,0,0.0,0.0,0,1,1
Giuliano Simeone,ar ARG,AT,Alavés,20,14,6,1,2,0,1,1,0,2.4,2.0,25,24,47
Unai Simón,es ESP,G,Athletic Club,26,36,36,0,0,0,0,2,0,0.0,0.0,0,0,0
Daley Sinkgraven,nl NED,ZG,Las Palmas,28,11,6,0,0,0,0,0,1,0.0,0.0,3,17,8
Jailson Siqueira,br BRA,"ZG,LT",Celta Vigo,27,14,9,0,1,0,0,1,0,0.2,0.5,16,38,8
Antonio Sivera,es ESP,G,Alavés,26,34,34,0,0,0,0,3,0,0.0,0.1,0,0,0
Rubén Sobrino,es ESP,"LT,AT",Cádiz,31,32,18,0,1,0,0,8,1,1.8,2.3,27,34,78
Alex Sola,es ESP,"AT,LT",Alavés,24,29,14,0,3,0,0,2,0,1.6,2.3,40,42,103
Alex Sola,es ESP,"ZG,LT",Real Sociedad,24,2,0,0,0,0,0,0,0,0.0,0.0,1,1,0
Jhon Solis,co COL,LT,Girona,18,18,2,0,0,0,0,0,0,1.0,0.3,9,22,13
David Soria,es ESP,G,Getafe,30,38,38,0,0,0,0,3,0,0.0,0.0,0,0,0
Alberto Soro,es ESP,LT,Granada,24,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Hugo Sotelo,es ESP,LT,Celta Vigo,19,17,8,0,1,0,0,1,0,0.3,1.6,16,55,13
Boubakary Soumaré,fr FRA,LT,Sevilla,24,28,26,0,1,0,0,10,0,0.0,0.9,29,102,22
Djibril Sow,ch SUI,LT,Sevilla,26,24,18,1,1,0,0,6,0,1.5,0.8,25,73,45
Çağlar Söyüncü,tr TUR,ZG,Atlético Madrid,27,6,1,0,0,0,0,0,1,0.0,0.0,2,6,0
Carl Starfelt,se SWE,ZG,Celta Vigo,28,27,26,1,0,0,0,4,0,1.4,0.2,5,38,1
Jørgen Strand Larsen,no NOR,AT,Celta Vigo,23,37,36,13,3,0,0,5,0,14.5,2.5,33,25,183
Cristhian Stuani,uy URU,AT,Girona,36,31,5,9,3,0,0,6,0,9.6,1.9,3,5,24
Álex Suárez,es ESP,ZG,Las Palmas,30,32,30,2,0,0,0,7,0,1.2,0.2,12,109,15
Damián Suárez,uy URU,ZG,Getafe,35,16,15,0,2,0,0,7,1,0.3,0.8,20,58,47
Denis Suárez,es ESP,"LT,AT",Villarreal,29,4,1,0,0,0,0,0,0,0.1,0.3,4,13,7
Suso,es ESP,"LT,AT",Sevilla,29,29,15,1,4,0,0,5,1,1.4,3.9,41,110,109
Max Svensson,es ESP,AT,Osasuna,,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Williot Swedberg,se SWE,"AT,LT",Celta Vigo,19,15,4,5,0,0,0,1,0,2.3,0.2,7,6,26
Mamadou Sylla,sn SEN,"AT,LT",Alavés,29,2,0,0,0,0,0,0,0,0.0,0.0,0,1,1
Alexander Sørloth,no NOR,AT,Villarreal,27,34,30,23,6,0,0,3,0,12.3,4.4,48,40,159
Yassin Tallal,es ESP,AT,Getafe,18,1,0,0,0,0,0,0,0,0.0,0.0,1,0,1
Renato Tapia,pe PER,"LT,ZG",Celta Vigo,28,21,15,0,0,0,0,5,1,1.0,0.6,9,61,14
César Tárrega,es ESP,ZG,Valencia,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0
Aurélien Tchouaméni,fr FRA,"LT,ZG",Real Madrid,23,27,22,3,1,0,0,7,0,1.3,0.9,28,111,15
Nahuel Tenaglia,ar ARG,ZG,Alavés,27,25,11,1,0,0,0,5,0,0.6,0.5,17,45,24
Marc-André ter Stegen,de GER,G,Barcelona,31,28,28,0,0,0,0,3,0,0.0,0.1,0,1,0
Ramón Terrats,es ESP,"LT,ZG",Villarreal,22,19,6,0,2,0,0,4,0,0.4,1.6,19,38,54
Kieran Tierney,sct SCO,ZG,Real Sociedad,26,20,14,0,2,0,0,1,0,0.2,0.6,22,77,39
Raúl de Tomás,es ESP,AT,Rayo Vallecano,28,25,15,1,2,1,1,5,0,3.4,1.3,11,23,73
Pablo Torre,es ESP,"LT,AT",Girona,20,26,4,0,2,0,0,1,0,0.8,0.9,25,65,40
Raúl Torrente,es ESP,ZG,Granada,21,17,14,0,0,0,0,4,0,0.2,0.4,4,33,2
Ferrán Torres,es ESP,AT,Barcelona,23,29,12,7,2,0,0,2,0,5.5,2.7,30,44,113
Óliver Torres,es ESP,LT,Sevilla,28,27,18,0,1,0,0,3,0,0.5,2.2,40,96,110
Lucas Torró,es ESP,LT,Osasuna,29,28,21,1,0,0,0,5,0,1.5,0.6,3,60,15
Bertrand Traoré,bf BFA,LT,Villarreal,27,11,6,1,0,0,0,4,0,0.9,0.4,29,30,63
Hamari Traoré,ml MLI,ZG,Real Sociedad,31,31,27,0,2,0,0,7,0,0.5,1.5,49,129,83
Óscar Trejo,ar ARG,"AT,LT",Rayo Vallecano,35,31,19,0,0,0,0,4,1,0.9,1.3,28,124,81
Manu Trigueros,es ESP,LT,Villarreal,31,14,2,0,0,0,0,0,0,0.5,0.2,7,20,13
Viktor Tsyhankov,ua UKR,"LT,AT",Girona,25,30,26,8,7,0,0,0,0,6.2,5.9,65,89,226
Beñat Turrientes,es ESP,LT,Real Sociedad,21,29,19,0,1,0,0,4,0,1.2,0.5,26,51,31
Enes Ünal,tr TUR,"AT,LT",Getafe,26,3,1,0,1,0,0,0,0,0.1,0.4,2,1,7
Myrto Uzuni,al ALB,AT,Granada,28,34,28,11,1,4,5,3,0,12.9,2.6,21,18,90
Óscar Valentín,es ESP,LT,Rayo Vallecano,28,34,32,1,0,0,0,7,1,1.7,0.6,24,132,11
Martin Valjent,sk SVK,ZG,Mallorca,27,28,28,0,1,0,0,5,0,0.3,0.9,22,61,27
Jesús Vallejo,es ESP,ZG,Granada,26,3,1,0,0,0,0,1,0,0.0,0.0,1,2,0
Álvaro Vallés,es ESP,G,Las Palmas,26,37,37,0,0,0,0,2,1,0.0,0.0,0,5,0
Federico Valverde,uy URU,LT,Real Madrid,25,37,33,2,7,0,0,2,0,3.5,5.8,104,231,102
Siebe Van Der Heyden,be BEL,ZG,Mallorca,25,6,4,0,0,0,0,2,1,0.2,0.0,1,1,1
José Luis García Vayá,es ESP,LT,Valencia,24,37,37,7,1,7,8,4,0,7.3,3.2,30,251,43
Borja Vázquez,es ESP,AT,Cádiz,18,1,0,0,0,0,0,0,0,0.0,0.1,0,1,1
Jesus Vazquez,es ESP,"ZG,LT",Valencia,20,20,6,1,0,0,0,1,0,1.2,0.1,13,15,29
Kevin Vázquez,es ESP,ZG,Celta Vigo,30,12,10,0,0,0,0,3,0,0.0,0.2,6,28,20
Lucas Vázquez,es ESP,ZG,Real Madrid,32,29,14,3,6,0,0,0,0,1.2,3.8,28,58,160
Gabriel Veiga,es ESP,AT,Celta Vigo,21,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1
Alejo Véliz,ar ARG,AT,Sevilla,19,6,0,0,0,0,0,0,0,0.2,0.0,0,0,1
Arthur Vermeeren,be BEL,LT,Atlético Madrid,18,5,2,0,0,0,0,2,0,0.0,0.1,2,7,7
Mikel Vesga,es ESP,LT,Athletic Club,30,27,18,3,1,2,2,2,0,2.7,1.2,10,88,29
Carlos Vicente,es ESP,AT,Alavés,24,18,12,2,4,0,0,1,0,2.3,3.7,23,23,82
Nacho Vidal,es ESP,"ZG,AT",Osasuna,28,7,0,1,0,0,0,0,0,0.3,0.0,0,1,4
Nacho Vidal,es ESP,ZG,Mallorca,28,8,5,0,0,0,0,2,0,1.0,0.2,5,15,31
Fran Vieites,es ESP,G,Betis,24,4,3,0,0,0,0,0,0,0.0,0.0,0,0,0
Jonathan Viera,es ESP,"LT,AT",Las Palmas,33,9,7,2,1,2,2,1,0,2.3,1.0,26,65,37
Jonathan Viera,es ESP,LT,Almería,33,12,12,0,3,0,0,3,1,1.3,2.7,35,68,29
Toni Villa,es ESP,AT,Girona,28,2,0,0,0,0,0,0,0,0.0,0.0,1,1,3
Asier Villalibre,es ESP,AT,Athletic Club,25,18,4,2,1,0,0,0,0,1.7,1.0,6,10,29
Gonzalo Villar,es ESP,LT,Granada,25,35,21,1,3,0,0,7,0,1.9,2.2,27,74,27
Iván Villar,es ESP,G,Celta Vigo,26,12,12,0,0,0,0,0,2,0.0,0.1,0,0,0
Ricardo Visus,es ESP,ZG,Betis,22,3,1,0,0,0,0,0,0,0.0,0.0,0,2,0
Daniel Vivian,es ESP,ZG,Athletic Club,24,33,31,0,0,0,0,6,0,0.6,0.7,23,123,4
Shon Weissman,il ISR,AT,Granada,27,5,0,0,0,0,0,0,0,0.0,0.0,1,1,1
Iñaki Williams,gh GHA,AT,Athletic Club,29,34,32,12,3,0,0,4,0,9.4,6.3,114,78,333
Nico Williams,es ESP,AT,Athletic Club,21,31,29,5,11,0,0,6,1,6.0,5.7,143,66,302
Axel Witsel,be BEL,ZG,Atlético Madrid,34,35,30,2,0,0,0,5,0,1.0,0.3,17,89,8
Xeber,es ESP,"AT,LT",Alavés,26,10,3,0,0,0,0,1,0,0.4,0.6,6,6,30
Antal Yaakobishvili,hu HUN,ZG,Girona,19,1,0,0,0,0,0,0,0,0.0,0.3,0,0,0
Lamine Yamal,es ESP,AT,Barcelona,16,37,22,5,5,0,0,3,0,5.2,6.2,123,80,350
Roman Yaremchuk,ua UKR,AT,Valencia,27,25,11,3,0,0,0,2,0,4.6,0.1,12,20,46
Arsen Zakharyan,ru RUS,"LT,AT",Real Sociedad,20,29,15,1,2,0,0,1,0,2.4,2.1,28,47,88
Joseba Zaldúa,es ESP,ZG,Cádiz,31,13,9,0,0,0,0,3,0,0.0,0.5,7,15,33
Bryan Zaragoza,es ESP,"LT,AT",Granada,22,21,18,6,2,1,1,5,0,3.8,3.3,100,36,127
Igor Zubeldia,es ESP,ZG,Real Sociedad,26,30,29,0,2,0,0,11,1,0.8,1.1,28,129,0
Martín Zubimendi,es ESP,LT,Real Sociedad,24,31,29,4,1,0,0,5,0,2.7,1.5,34,152,27
